Station Name,Mean Temperature (C),Total Precipitation (mm),Province,Year
MIDHURST,19.0,117.3,Ontario,1985
MIDLAND WATER POLLUTION CONTROL PLANT,19.9,93.0,Ontario,1985
MUSKOKA A,17.5,155.1,Ontario,1985
ORILLIA TS,19.9,57.0,Ontario,1985
OWEN SOUND MOE,19.0,100.3,Ontario,1985
PARRY SOUND,19.0,86.6,Ontario,1985
PARRY SOUND MARTYR IS,18.9,72.8,Ontario,1985
POWASSAN,18.2,240.2,Ontario,1985
PROTON STATION,16.9,52.4,Ontario,1985
RAVENSHOE,19.2,91.6,Ontario,1985
SEVERN BRIDGE,18.4,103.6,Ontario,1985
SHANTY BAY,18.8,83.4,Ontario,1985
SOUTH RIVER,17.5,202.8,Ontario,1985
VALLENTYNE,18.2,141.4,Ontario,1985
WALTERS FALLS,19.4,57.8,Ontario,1985
WIARTON A,18.2,76.9,Ontario,1985
GRAVENHURST BOOTH,17.8,144.8,Ontario,1985
THORNBURY SLAMA,19.2,58.8,Ontario,1985
BLYTH,19.3,112.0,Ontario,1985
BRUCEFIELD,19.4,77.0,Ontario,1985
COVE ISLAND,17.5,63.6,Ontario,1985
COURTRIGHT,21.6,68.6,Ontario,1985
EXETER,19.7,78.2,Ontario,1985
HURON PARK,20.2,51.7,Ontario,1985
LUCKNOW,18.7,65.5,Ontario,1985
PAISLEY,18.4,53.6,Ontario,1985
PETROLIA TOWN,20.9,69.5,Ontario,1985
SALTFORD,19.4,79.5,Ontario,1985
SARNIA A,20.5,61.3,Ontario,1985
CHATHAM WPCP,21.5,117.2,Ontario,1985
DELHI CDA,19.9,57.4,Ontario,1985
DRESDEN,20.7,66.4,Ontario,1985
DUNNVILLE PUMPING STN,19.7,87.8,Ontario,1985
GRIMSBY,21.4,72.6,Ontario,1985
HARROW CDA,21.9,64.5,Ontario,1985
KINGSVILLE MOE,21.4,64.2,Ontario,1985
LONG POINT,20.8,74.5,Ontario,1985
NEW GLASGOW,20.4,87.5,Ontario,1985
NIAGARA FALLS,21.5,58.2,Ontario,1985
NIAGARA FALLS NPCSH,21.8,59.7,Ontario,1985
NIAGARA ON THE LAKE,20.9,44.6,Ontario,1985
PELEE ISLAND,22.0,66.5,Ontario,1985
PORT COLBORNE,21.1,55.2,Ontario,1985
PORT DALHOUSIE,21.5,58.0,Ontario,1985
PORT STANLEY,19.5,70.3,Ontario,1985
RIDGETOWN,21.2,60.0,Ontario,1985
RIDGEVILLE,20.6,45.4,Ontario,1985
RODNEY,19.9,101.8,Ontario,1985
ST CATHARINES,21.3,55.0,Ontario,1985
ST CATHARINES A,21.1,41.6,Ontario,1985
ST CATHARINES POWER GLEN,21.2,42.9,Ontario,1985
ST THOMAS WPCP,20.2,60.8,Ontario,1985
ST WILLIAMS,19.4,66.8,Ontario,1985
SIMCOE,19.6,48.6,Ontario,1985
VINELAND BALLS FALLS,20.2,50.7,Ontario,1985
VINELAND RITTENHOUSE,21.3,44.2,Ontario,1985
VINELAND STATION,20.9,57.8,Ontario,1985
WALLACEBURG,21.2,42.6,Ontario,1985
WELLAND,20.3,77.7,Ontario,1985
WINDSOR A,22.3,88.9,Ontario,1985
WINDSOR FORD PLANT,23.2,98.8,Ontario,1985
WOODSLEE CDA,21.5,70.6,Ontario,1985
POINT PELEE,22.1,98.0,Ontario,1985
BRANTFORD MOE,20.4,73.7,Ontario,1985
CAMBRIDGE GALT MOE,19.2,70.2,Ontario,1985
CROMARTY,19.4,84.0,Ontario,1985
CULLODEN EASEY,20.0,101.4,Ontario,1985
ELORA RESEARCH STN,18.2,90.5,Ontario,1985
FERGUS SHAND DAM,18.9,81.4,Ontario,1985
FOLDENS,19.7,78.2,Ontario,1985
GLEN ALLAN,18.9,108.4,Ontario,1985
GRAND VALLEY WPCP,17.6,64.4,Ontario,1985
GUELPH ARBORETUM,18.9,80.4,Ontario,1985
HILLSBURGH,18.2,76.5,Ontario,1985
ILDERTON BEAR CREEK,20.8,69.4,Ontario,1985
LONDON A,19.7,68.3,Ontario,1985
MONTICELLO,17.7,82.6,Ontario,1985
MOUNT FOREST,17.6,47.4,Ontario,1985
PRESTON,19.6,98.8,Ontario,1985
ROSEVILLE,19.2,73.2,Ontario,1985
SHELBURNE WPCP,17.8,38.8,Ontario,1985
STRATFORD MOE,19.0,73.4,Ontario,1985
STRATHROY,20.5,54.6,Ontario,1985
WATERLOO WELLINGTON A,18.6,157.8,Ontario,1985
WESTMINSTER TWP WPCP,20.1,110.9,Ontario,1985
WOODSTOCK,19.9,94.9,Ontario,1985
ALBION FIELD CENTRE,18.8,94.4,Ontario,1985
BELLEVILLE,21.0,36.0,Ontario,1985
BOLTON SPS,19.2,43.6,Ontario,1985
BOWMANVILLE MOSTERT,18.6,66.6,Ontario,1985
BRADFORD MUCK RESEARCH,19.1,71.5,Ontario,1985
BRAMPTON MOE,20.0,59.8,Ontario,1985
BURKETON MCLAUGHLIN,18.9,51.6,Ontario,1985
BURLINGTON TS,21.5,42.7,Ontario,1985
CAMPBELLCROFT GANARASKA,17.7,42.9,Ontario,1985
COBOURG STP,18.8,63.8,Ontario,1985
COPETOWN,19.8,82.4,Ontario,1985
CRESSY,19.8,31.4,Ontario,1985
GEORGETOWN WWTP,18.3,71.8,Ontario,1985
GORMLEY ARDENLEE,19.8,55.2,Ontario,1985
HAMILTON A,19.9,77.2,Ontario,1985
HAMILTON MUNICIPAL LAB,21.6,63.0,Ontario,1985
HAMILTON PSYCH HOSPITAL,21.0,73.9,Ontario,1985
HAMILTON RBG,21.1,58.6,Ontario,1985
HAROLD WILDWOOD,19.3,52.1,Ontario,1985
JANETVILLE,18.6,79.9,Ontario,1985
KING SMOKE TREE,19.7,85.4,Ontario,1985
LAKEVIEW MOE,19.9,61.4,Ontario,1985
MAIN DUCK ISLAND,19.3,59.2,Ontario,1985
MAPLE,19.2,64.2,Ontario,1985
MARMORA,19.1,65.2,Ontario,1985
MIDDLEPORT TS,20.0,79.9,Ontario,1985
MILFORD,20.3,27.7,Ontario,1985
MILLGROVE,19.8,70.2,Ontario,1985
MILTON KELSO,19.5,118.2,Ontario,1985
ORANGEVILLE MOE,18.6,59.6,Ontario,1985
ORONO,19.4,60.8,Ontario,1985
OSHAWA FIRE HALL #3,19.8,18.6,Ontario,1985
OSHAWA WPCP,19.5,56.2,Ontario,1985
PICTON,20.0,44.8,Ontario,1985
PORT HOPE,19.2,97.3,Ontario,1985
PORT PERRY NONQUON,18.9,23.2,Ontario,1985
RICHMOND HILL,19.7,63.4,Ontario,1985
SMITHFIELD CDA,19.9,64.0,Ontario,1985
STOUFFVILLE WPCP,19.7,59.2,Ontario,1985
TORONTO,21.0,47.2,Ontario,1985
TORONTO ELLESMERE,21.0,2.6,Ontario,1985
TORONTO ISLAND A,19.7,50.0,Ontario,1985
TORONTO LESTER B. PEARSON INT'L A,19.6,91.5,Ontario,1985
TORONTO MALVERN,20.4,44.6,Ontario,1985
TORONTO MET RES STN,19.6,70.2,Ontario,1985
TORONTO METRO ZOO,19.6,44.0,Ontario,1985
TORONTO WEST HILL,20.1,62.4,Ontario,1985
TRENTON A,19.5,49.0,Ontario,1985
TYRONE,19.1,77.6,Ontario,1985
VALENS,19.7,82.0,Ontario,1985
WOODBRIDGE,18.8,68.3,Ontario,1985
OAKVILLE SOUTHEAST WPCP,19.4,33.6,Ontario,1985
BANCROFT,18.0,47.0,Ontario,1985
BANCROFT L'AMABLE,17.6,62.0,Ontario,1985
BURLEIGH FALLS,20.4,56.4,Ontario,1985
HALIBURTON A,18.0,80.3,Ontario,1985
LINDSAY FILTRATION PLANT,19.3,98.4,Ontario,1985
LINDSAY FROST,19.4,106.8,Ontario,1985
LORNEVILLE,19.1,58.4,Ontario,1985
MINDEN,17.9,103.6,Ontario,1985
PETERBOROUGH A,18.1,71.8,Ontario,1985
PETERBOROUGH DOBBIN TS,18.7,60.3,Ontario,1985
PETERBOROUGH STP,19.9,50.9,Ontario,1985
PETERBOROUGH TRENT U,19.4,74.7,Ontario,1985
WEST GUILFORD,17.6,73.2,Ontario,1985
ROSEDALE,19.1,50.6,Ontario,1985
BERTHIERVILLE,20.2,150.6,Quebec,1985
CHAMPLAIN,18.7,94.8,Quebec,1985
CHARLESBOURG PARC ORLEAN,19.1,163.2,Quebec,1985
COTEAU DU LAC,19.4,51.2,Quebec,1985
DESCHAMBAULT,19.0,117.2,Quebec,1985
DONNACONA 2,19.1,140.2,Quebec,1985
DUBERGER,19.3,137.1,Quebec,1985
DUCHESNAY,17.9,181.4,Quebec,1985
HEROUXVILLE,18.3,160.6,Quebec,1985
JOLIETTE VILLE,20.0,66.6,Quebec,1985
L'ASSOMPTION,19.6,72.6,Quebec,1985
LES CEDRES,20.4,64.0,Quebec,1985
LOUISEVILLE,19.0,112.5,Quebec,1985
MASCOUCHE,20.1,77.8,Quebec,1985
NOTRE DAME DE LA MERCI,16.0,117.6,Quebec,1985
OKA,19.2,67.4,Quebec,1985
QUEBEC/JEAN LESAGE INTL A,18.9,149.0,Quebec,1985
RIGAUD,20.6,73.5,Quebec,1985
RIVIERE A PIERRE,17.1,160.0,Quebec,1985
RIVIERE VERTE OUEST,17.5,199.2,Quebec,1985
ST ALBAN,18.2,181.7,Quebec,1985
ST ALEXIS DES MONTS,17.7,104.6,Quebec,1985
STE ANNE DE LA PERADE,18.8,123.2,Quebec,1985
ST AUGUSTIN,19.1,140.4,Quebec,1985
STE BEATRIX,18.3,96.4,Quebec,1985
ST BENOIT,20.1,68.4,Quebec,1985
STE CATHERINE,17.8,180.2,Quebec,1985
ST CHARLES DE MANDEVILLE,18.1,112.2,Quebec,1985
STE CHRISTINE,17.4,180.8,Quebec,1985
ST COME,16.9,86.3,Quebec,1985
ST DONAT,17.4,124.6,Quebec,1985
ST JACQUES,19.2,57.1,Quebec,1985
ST JANVIER,18.8,115.0,Quebec,1985
ST JOSEPH DE MEKINAC,18.0,147.2,Quebec,1985
ST JUSTIN,19.0,146.8,Quebec,1985
ST MATHIEU,18.0,132.0,Quebec,1985
ST NARCISSE,18.4,110.8,Quebec,1985
ST PAULIN,18.8,180.3,Quebec,1985
ST PLACIDE,19.6,67.8,Quebec,1985
STE THERESE OUEST,19.6,82.0,Quebec,1985
ST ZENON,15.5,177.4,Quebec,1985
STE FOY (PIE XII),19.6,130.8,Quebec,1985
SHAWINIGAN,18.7,40.4,Quebec,1985
TROIS RIVIERES,19.7,105.8,Quebec,1985
DALHOUSIE STATION,19.3,55.2,Quebec,1985
TROIS RIVIERES AQUEDUC,18.9,106.2,Quebec,1985
LAC AUX SABLES,18.5,137.0,Quebec,1985
ARTHABASKA,19.4,139.0,Quebec,1985
ASBESTOS,19.4,97.3,Quebec,1985
AUTEUIL,20.0,80.6,Quebec,1985
BEAUSEJOUR,18.8,155.4,Quebec,1985
BECANCOUR,19.0,115.2,Quebec,1985
BISHOPTON,18.4,170.0,Quebec,1985
BONSECOURS,17.5,222.0,Quebec,1985
BROME,18.1,239.3,Quebec,1985
BROMPTONVILLE,19.2,165.6,Quebec,1985
BURY,18.2,159.4,Quebec,1985
CHUTE HEMMINGS,20.3,40.0,Quebec,1985
COATICOOK,19.6,178.2,Quebec,1985
DISRAELI,17.2,103.4,Quebec,1985
DRUMMONDVILLE,20.3,75.4,Quebec,1985
DURHAM SUD,18.7,129.0,Quebec,1985
EAST HEREFORD,17.8,148.4,Quebec,1985
FARNHAM,19.8,106.6,Quebec,1985
FLEURY,19.4,127.7,Quebec,1985
FORTIERVILLE,18.4,72.1,Quebec,1985
FRANKLIN CENTRE,20.6,129.9,Quebec,1985
GARTHBY,18.6,112.6,Quebec,1985
GEORGEVILLE,18.0,170.7,Quebec,1985
GRANBY,19.5,134.2,Quebec,1985
HEMMINGFORD FOUR WINDS,19.8,160.6,Quebec,1985
HUNTINGDON,20.3,156.8,Quebec,1985
IBERVILLE,20.5,115.0,Quebec,1985
LAC MEGANTIC 2,18.3,152.4,Quebec,1985
LAMBTON,18.8,116.9,Quebec,1985
LAPRAIRIE,20.3,88.8,Quebec,1985
LAURIERVILLE,19.4,127.1,Quebec,1985
LAUZON,19.5,117.8,Quebec,1985
LENNOXVILLE,19.2,167.5,Quebec,1985
MAGOG,18.9,184.0,Quebec,1985
MANSEAU,18.6,100.8,Quebec,1985
MARIEVILLE,20.1,105.4,Quebec,1985
MILAN,16.9,204.9,Quebec,1985
MONT MEGANTIC,14.6,241.0,Quebec,1985
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,20.3,67.2,Quebec,1985
MONTREAL JAR BOT,21.4,71.0,Quebec,1985
MONTREAL LAFONTAINE,21.8,71.0,Quebec,1985
MONTREAL MCGILL,21.6,70.3,Quebec,1985
NICOLET,19.4,162.3,Quebec,1985
NOTRE DAME DES BOIS,17.4,193.3,Quebec,1985
ORMSTOWN,20.3,111.0,Quebec,1985
PHILIPSBURG,20.5,109.4,Quebec,1985
PIERREVILLE,19.7,97.9,Quebec,1985
POINTE DU MOULIN,20.2,66.8,Quebec,1985
RICHMOND,18.7,93.3,Quebec,1985
RIVIERE DES PRAIRIES,20.0,116.1,Quebec,1985
SABREVOIS,19.6,148.2,Quebec,1985
ST AMABLE,19.6,104.2,Quebec,1985
ST ANICET,20.3,63.7,Quebec,1985
STE ANNE DE BELLEVUE,20.6,61.5,Quebec,1985
ST BENOIT LABRE,18.3,138.3,Quebec,1985
ST BERNARD DE LACOLLE,20.2,135.4,Quebec,1985
STE CLOTHILDE CDA,19.9,142.2,Quebec,1985
ST COME DE LINIERE,18.1,116.2,Quebec,1985
STE CROIX,18.7,94.5,Quebec,1985
STE DOROTHEE,20.3,79.6,Quebec,1985
ST EPHREM,17.9,95.6,Quebec,1985
ST FERDINAND,18.1,116.5,Quebec,1985
ST FLAVIEN,18.8,135.3,Quebec,1985
ST FORTUNAT,17.5,149.8,Quebec,1985
ST GEDEON,17.4,110.6,Quebec,1985
STE GENEVIEVE,20.6,86.0,Quebec,1985
ST GEORGES,18.5,107.9,Quebec,1985
ST GUILLAUME,19.6,112.9,Quebec,1985
ST HILAIRE DORSET,17.9,123.2,Quebec,1985
MONTREAL/ST-HUBERT A,19.8,73.9,Quebec,1985
ST HYACINTHE 2,20.7,99.5,Quebec,1985
ST LUDGER,18.0,150.0,Quebec,1985
STE MADELEINE,19.8,71.5,Quebec,1985
ST MALO D AUCKLAND,17.3,158.0,Quebec,1985
STE MARTINE,20.4,117.2,Quebec,1985
ST NAZAIRE,19.2,76.3,Quebec,1985
ST ODILON,17.3,134.7,Quebec,1985
ST PIERRE DE BROUGHTON,17.7,96.8,Quebec,1985
ST PROSPER,17.3,152.3,Quebec,1985
ST REMI,19.8,108.0,Quebec,1985
ST SEBASTIEN,17.7,166.4,Quebec,1985
ST SEVERIN,17.8,100.5,Quebec,1985
ST THEOPHILE,18.1,114.4,Quebec,1985
ST VALERIEN,19.6,109.4,Quebec,1985
ST WENCESLAS,18.7,95.0,Quebec,1985
ST ZACHARIE,16.6,133.6,Quebec,1985
ST ZEPHIRIN,19.5,88.4,Quebec,1985
SAWYERVILLE NORD,18.9,194.9,Quebec,1985
SCOTT,19.2,128.8,Quebec,1985
SHERBROOKE A,18.1,188.2,Quebec,1985
SOREL,19.8,131.5,Quebec,1985
STANSTEAD,18.8,153.7,Quebec,1985
SUTTON,19.1,175.7,Quebec,1985
THETFORD MINES,18.2,103.2,Quebec,1985
VALLEE JONCTION,19.1,97.2,Quebec,1985
VALLEYFIELD,21.0,103.2,Quebec,1985
VAL RACINE,17.0,215.2,Quebec,1985
VERCHERES,20.3,78.0,Quebec,1985
WARDEN,18.3,161.8,Quebec,1985
WEST DITTON,17.5,177.8,Quebec,1985
WOBURN,17.7,146.8,Quebec,1985
DAVELUYVILLE,18.1,127.3,Quebec,1985
ST CAMILLE WOLFE,17.7,150.0,Quebec,1985
ANGERS,18.7,74.6,Quebec,1985
ARUNDEL,17.9,106.2,Quebec,1985
BLANCHE,17.5,75.0,Quebec,1985
CAMP TAMARACOUTA,17.4,103.6,Quebec,1985
CHARTERIS,18.0,98.4,Quebec,1985
CHELSEA,19.8,98.8,Quebec,1985
CHENEVILLE,17.9,89.7,Quebec,1985
CHUTE ST PHILIPPE,17.2,235.0,Quebec,1985
FORT COULONGE,18.4,81.0,Quebec,1985
HARRINGTON FOREST FARM,18.4,81.6,Quebec,1985
LACHUTE,19.3,102.2,Quebec,1985
LAC ST DENIS,17.4,144.6,Quebec,1985
LA MACAZA,17.5,188.4,Quebec,1985
LA MINERVE,17.1,133.8,Quebec,1985
LUSKVILLE,18.8,121.2,Quebec,1985
LYTTON,16.9,166.0,Quebec,1985
MANIWAKI UA,17.7,154.2,Quebec,1985
MONTEBELLO (SEDBERGH),18.5,76.1,Quebec,1985
MONT LAURIER,17.7,169.0,Quebec,1985
MONTREAL/MIRABEL INT'L A,18.4,111.0,Quebec,1985
NOMININGUE,17.6,152.3,Quebec,1985
NOTRE DAME DE LA PAIX,18.5,86.8,Quebec,1985
NOTRE DAME DU LAUS,18.1,115.8,Quebec,1985
POINTE AU CHENE,19.9,86.8,Quebec,1985
STE AGATHE DES MONTS,17.1,128.8,Quebec,1985
STE ANNE DU LAC,16.7,173.4,Quebec,1985
ST FAUSTIN,17.3,140.6,Quebec,1985
ST HIPPOLYTE,18.4,84.4,Quebec,1985
ST JEROME,19.0,99.3,Quebec,1985
SHAWVILLE,18.5,86.2,Quebec,1985
SHEENBORO,18.1,85.1,Quebec,1985
VAL DES BOIS,18.0,87.0,Quebec,1985
WAKEFIELD,19.0,107.4,Quebec,1985
WRIGHT,18.3,143.8,Quebec,1985
BAIE-COMEAU A,15.6,95.3,Quebec,1985
BAIE ST PAUL,18.5,44.0,Quebec,1985
BLANC-SABLON A,12.0,138.8,Quebec,1985
BAIE JOHAN BEETZ,15.2,45.7,Quebec,1985
CHATEAU RICHER,18.8,121.1,Quebec,1985
FORESTVILLE,17.7,112.4,Quebec,1985
FORET MONTMORENCY,14.1,195.7,Quebec,1985
GODBOUT,16.9,64.0,Quebec,1985
GRANDES BERGERONNES,17.2,102.6,Quebec,1985
GRAND FONDS,15.4,92.6,Quebec,1985
HAVRE-SAINT-PIERRE A,14.8,177.2,Quebec,1985
LABRIEVILLE B1,17.8,155.1,Quebec,1985
LA MALBAIE,18.0,62.2,Quebec,1985
LES BUISSONS,16.3,120.6,Quebec,1985
LES EBOULEMENTS,17.1,63.9,Quebec,1985
MANIC 2 LB1,18.1,138.9,Quebec,1985
NATASHQUAN A,15.2,83.6,Quebec,1985
NOTRE DAME DES MONTS,17.1,97.4,Quebec,1985
PENTECOTE,15.7,164.1,Quebec,1985
PETITE RIV ST FRANCOIS,18.7,70.6,Quebec,1985
PETIT SAGUENAY,17.8,130.4,Quebec,1985
POSTE MONTAGNAIS,12.6,92.5,Quebec,1985
RIVIERE ETERNITE,16.8,186.6,Quebec,1985
RIVIERE ST AUGUSTIN,14.1,115.6,Quebec,1985
SACRE COEUR,17.8,124.3,Quebec,1985
STE ANNE DE BEAUPRE,18.9,129.0,Quebec,1985
ST CASSIEN DES CAPS,17.0,83.0,Quebec,1985
ST JEAN (IO),19.6,131.3,Quebec,1985
STE ROSE DU NORD,17.2,222.1,Quebec,1985
ST SIMEON,17.0,103.5,Quebec,1985
ST URBAIN,18.1,75.0,Quebec,1985
SEPT-ILES A,15.6,153.1,Quebec,1985
TADOUSSAC,17.0,114.2,Quebec,1985
TETE A LA BALEINE,14.5,103.0,Quebec,1985
FERMONT,13.4,160.2,Quebec,1985
ILE AUX COUDRES,18.2,73.9,Quebec,1985
MATAMEK,17.5,167.5,Quebec,1985
RIVIERE AU TONNERRE,14.8,187.4,Quebec,1985
RIVIERE ST JEAN,14.7,213.0,Quebec,1985
ST FRANCOIS IO,19.9,130.4,Quebec,1985
ST HILARION,17.9,76.9,Quebec,1985
SAULT AU MOUTON,17.4,82.2,Quebec,1985
AMQUI,17.1,200.4,Quebec,1985
ARMAGH STATION,17.9,202.8,Quebec,1985
BAIE DES SABLES,18.0,145.2,Quebec,1985
CAP DES ROSIERS,17.2,110.7,Quebec,1985
CAPLAN,18.6,185.6,Quebec,1985
CAP MADELEINE,17.1,119.5,Quebec,1985
CAP SEIZE,16.8,178.1,Quebec,1985
CAUSAPSCAL,16.9,267.6,Quebec,1985
GASPE A,17.4,106.4,Quebec,1985
GRANDE RIVIERE,16.4,109.4,Quebec,1985
GRANDE VALLEE,16.9,131.8,Quebec,1985
HONFLEUR,18.3,154.5,Quebec,1985
LAC HUMQUI,17.2,199.4,Quebec,1985
L'ALVERNE,16.8,203.8,Quebec,1985
LAMARTINE,19.6,117.9,Quebec,1985
LA POCATIERE CDA,19.4,142.2,Quebec,1985
LES FONDS,17.7,115.6,Quebec,1985
MATANE,17.6,162.0,Quebec,1985
MONT BLEU,16.8,141.2,Quebec,1985
MONT-JOLI A,18.2,114.7,Quebec,1985
MONT LOUIS,18.4,97.4,Quebec,1985
MONTMAGNY,19.2,139.0,Quebec,1985
MURDOCHVILLE,16.9,163.4,Quebec,1985
NEW CARLISLE,18.2,130.1,Quebec,1985
NEW RICHMOND,18.6,164.0,Quebec,1985
NOTRE DAME DU LAC,19.0,146.0,Quebec,1985
NOTRE DAME DU ROSAIRE,17.6,192.6,Quebec,1985
NOUVELLE,18.4,159.6,Quebec,1985
OUIMET,17.0,43.8,Quebec,1985
PORT DANIEL,17.9,103.8,Quebec,1985
RIMOUSKI,18.7,113.9,Quebec,1985
RIVIERE BLEUE,17.1,148.4,Quebec,1985
ST ALEXIS DE MATAPEDIA,17.0,165.6,Quebec,1985
STE ANNE DES MONTS,17.4,124.6,Quebec,1985
ST ARSENE,18.2,135.2,Quebec,1985
ST BRUNO KAMOURASKA,17.8,139.0,Quebec,1985
ST CAMILLE,16.9,143.4,Quebec,1985
ST CHARLES GARNIER,18.2,155.7,Quebec,1985
ST CLEMENT,17.5,209.2,Quebec,1985
ST DAMASE DES AULNAIES,18.0,125.9,Quebec,1985
ST ELEUTHERE,17.9,183.2,Quebec,1985
ST ELZEAR DE BONAVENTURE,17.2,186.0,Quebec,1985
ST GABRIEL,18.3,140.6,Quebec,1985
STE GERMAINE,16.7,178.0,Quebec,1985
ST GUY,17.6,225.4,Quebec,1985
ST JEAN DE CHERBOURG,16.4,136.6,Quebec,1985
STE LUCIE,17.1,168.8,Quebec,1985
ST MALACHIE,17.9,139.2,Quebec,1985
SAINTE MARGUERITE MARIE,16.5,272.2,Quebec,1985
SAINT MICHEL,18.6,159.6,Quebec,1985
ST PAMPHILE,17.8,157.6,Quebec,1985
STE PERPETUE,17.6,190.6,Quebec,1985
ST PHILEMON,16.8,193.1,Quebec,1985
ST RENE DE MATANE,18.0,163.3,Quebec,1985
STE ROSE DU DEGELIS,17.5,179.5,Quebec,1985
SQUATECK,18.4,166.4,Quebec,1985
TRINITE DES MONTS,17.5,208.0,Quebec,1985
TROIS PISTOLES,18.4,129.9,Quebec,1985
VAL D ESPOIR,16.7,137.7,Quebec,1985
ILES DE LA MADELEINE A,18.4,25.8,Quebec,1985
FONTENELLE,17.9,151.2,Quebec,1985
LADRIERE,18.0,111.4,Quebec,1985
ALBANEL,17.4,188.4,Quebec,1985
ARVIDA,18.6,188.8,Quebec,1985
BAGOTVILLE A,18.2,194.0,Quebec,1985
BONNARD,14.0,117.6,Quebec,1985
FERLAND,16.5,202.6,Quebec,1985
HEMON,16.5,185.4,Quebec,1985
ISLE MALIGNE,18.2,151.4,Quebec,1985
LAC BOUCHETTE,16.9,254.2,Quebec,1985
LAC STE CROIX,17.9,191.3,Quebec,1985
MISTASSINI,17.4,224.6,Quebec,1985
MONT APICA,17.0,277.9,Quebec,1985
NORMANDIN CDA,16.9,198.0,Quebec,1985
NOTRE DAME DE LORETTE,16.6,195.2,Quebec,1985
PERIBONCA,17.1,190.0,Quebec,1985
ROBERVAL A,18.4,159.1,Quebec,1985
ST AMBROISE,17.0,184.4,Quebec,1985
ST COEUR DE MARIE,18.6,223.9,Quebec,1985
ST LEON DE LABRECQUE,17.6,220.6,Quebec,1985
ST PRIME,18.6,203.0,Quebec,1985
SHIPSHAW,18.1,166.4,Quebec,1985
LA DORE,17.2,195.7,Quebec,1985
FALARDEAU,16.7,213.4,Quebec,1985
BELLE PLAGE,15.4,254.6,Quebec,1985
GRANDE ANSE,17.4,169.4,Quebec,1985
LA TUQUE,18.7,249.2,Quebec,1985
PARENT S,14.9,245.3,Quebec,1985
ST MICHEL DES SAINTS,17.1,133.5,Quebec,1985
LA TUQUE S,18.5,212.4,Quebec,1985
BARRAGE ANGLIERS,17.3,178.6,Quebec,1985
BARRAGE TEMISCAMINGUE,18.4,251.0,Quebec,1985
BELLETERRE,16.2,171.4,Quebec,1985
KIPAWA LANIEL,17.0,157.4,Quebec,1985
LE DOMAINE,16.3,97.7,Quebec,1985
MANNEVILLE,14.5,121.8,Quebec,1985
MONTBEILLARD,15.4,218.8,Quebec,1985
MONT BRUN,14.9,161.0,Quebec,1985
RAPIDE DES JOACHIMS,18.6,172.5,Quebec,1985
REMIGNY,16.2,214.8,Quebec,1985
RIVIERE KINOJEVIS,15.9,204.0,Quebec,1985
VILLE MARIE,17.3,133.0,Quebec,1985
LATULIPE,16.4,205.2,Quebec,1985
AMOS,15.7,122.4,Quebec,1985
BARRAUTE,16.1,188.3,Quebec,1985
BROUILLAN,14.6,138.3,Quebec,1985
CHAPAIS 2,15.0,145.4,Quebec,1985
CHIBOUGAMAU CHAPAIS A,14.9,162.0,Quebec,1985
EASTMAIN,13.2,84.6,Quebec,1985
JOUTEL,14.6,148.8,Quebec,1985
LA GRANDE RIVIERE A,12.2,80.7,Quebec,1985
LA MORANDIERE,14.4,136.0,Quebec,1985
LA SARRE,14.8,135.6,Quebec,1985
LEBEL SUR QUEVILLON,15.6,189.6,Quebec,1985
MATAGAMI A,13.8,123.1,Quebec,1985
NITCHEQUON,13.6,96.4,Quebec,1985
POULARIES,15.4,185.5,Quebec,1985
RIVIERE HEVA,15.5,139.7,Quebec,1985
SENNETERRE,15.6,197.0,Quebec,1985
TASCHEREAU,15.1,119.6,Quebec,1985
VAL-D'OR A,16.0,201.4,Quebec,1985
VAL ST GILLES,14.1,174.9,Quebec,1985
CAMP DES PINS,12.1,126.0,Quebec,1985
DUPARQUET,15.9,181.2,Quebec,1985
LA GRANDE LG4,12.8,166.2,Quebec,1985
LAC BERRY,14.2,175.6,Quebec,1985
LOUVICOURT,15.8,237.0,Quebec,1985
INUKJUAK UA,9.3,35.6,Quebec,1985
KUUJJUARAPIK A,9.0,56.2,Quebec,1985
KUUJJUAQ A,12.2,57.4,Quebec,1985
QUAQTAQ,6.8,106.8,Quebec,1985
SCHEFFERVILLE A,12.3,73.4,Quebec,1985
ACADIA FOREST EXP ST,18.8,71.8,New Brunswick,1985
ACADIEVILLE,18.9,57.0,New Brunswick,1985
ALMA,16.8,60.7,New Brunswick,1985
AROOSTOOK,19.3,188.2,New Brunswick,1985
BALTIMORE,19.1,54.8,New Brunswick,1985
BAS CARAQUET,19.2,128.0,New Brunswick,1985
BATHURST,19.6,148.5,New Brunswick,1985
BEECHWOOD,20.0,188.6,New Brunswick,1985
BELLEDUNE,19.2,114.6,New Brunswick,1985
BON ACCORD,17.8,223.8,New Brunswick,1985
BUCTOUCHE,20.2,47.4,New Brunswick,1985
BUCTOUCHE CDA,19.9,39.2,New Brunswick,1985
CANTERBURY,19.2,88.2,New Brunswick,1985
CENTREVILLE,19.1,144.8,New Brunswick,1985
CHARLO A,18.1,151.6,New Brunswick,1985
MIRAMICHI A,19.4,56.4,New Brunswick,1985
COLESON COVE,14.7,42.8,New Brunswick,1985
DOAKTOWN,19.5,82.0,New Brunswick,1985
EVERETT,18.1,192.0,New Brunswick,1985
